year,value,group,bank
2021,"17,420,158,000",tong-chi-phi,LVB
2021,"2,873,248,000",loi-nhuan-rong(**),LVB
2021,"289,193,879,000",tong-tai-san,LVB
2021,"210,104,869,000",tien-cho-vay,LVB
2021,"38,922,007,000",dau-tu-chung-khoan,LVB
2021,"217,125,177,000",tien-gui,LVB
2021,"16,801,877,000",von-va-cac-quy,LVB
2021,"55,098,826,000",tong-doanh-thu(*),MBB
2021,"16,527,259,000",tong-loi-nhuan-truoc-thue,MBB
2021,"33,539,933,000",tong-chi-phi,MBB
2021,"12,697,075,000",loi-nhuan-rong(**),MBB
2021,"607,140,419,000",tong-tai-san,MBB
2021,"375,463,638,000",tien-cho-vay,MBB
2021,"136,381,518,000",dau-tu-chung-khoan,MBB
2021,"803,208,000",gop-von-va-dau-tu-dai-han,MBB
2021,"398,562,796,000",tien-gui,MBB
2021,"59,574,835,000",von-va-cac-quy,MBB
2021,"14,943,409,000",tong-doanh-thu(*),MSB
2021,"5,088,463,000",tong-loi-nhuan-truoc-thue,MSB
2021,"9,021,511,000",tong-chi-phi,MSB
2021,"4,034,740,000",loi-nhuan-rong(**),MSB
2021,"203,665,423,000",tong-tai-san,MSB
2021,"115,095,351,000",tien-cho-vay,MSB
2021,"48,249,620,000",dau-tu-chung-khoan,MSB
2021,"10,036,000",gop-von-va-dau-tu-dai-han,MSB
2021,"128,695,358,000",tien-gui,MSB
2021,"22,037,785,000",von-va-cac-quy,MSB
2021,"13,151,353,360",tong-doanh-thu(*),OCB
2021,"5,518,552,962",tong-loi-nhuan-truoc-thue,OCB
2021,"8,603,293,524",tong-chi-phi,OCB
2021,"4,404,958,968",loi-nhuan-rong(**),OCB
2021,"184,491,035,016",tong-tai-san,OCB
2021,"103,513,849,917",tien-cho-vay,OCB
2021,"45,533,392,225",dau-tu-chung-khoan,OCB
2021,"118,871,350,025",tien-gui,OCB
2021,"21,805,009,400",von-va-cac-quy,OCB
2021,"37,026,030,000",tong-doanh-thu(*),STB
2021,"4,400,026,000",tong-loi-nhuan-truoc-thue,STB
2021,"20,222,470,000",tong-chi-phi,STB
2021,"3,411,496,000",loi-nhuan-rong(**),STB
2021,"521,117,123,000",tong-tai-san,STB
2021,"388,604,782,000",tien-cho-vay,STB
2021,"69,666,929,000",dau-tu-chung-khoan,STB
2021,"88,968,000",gop-von-va-dau-tu-dai-han,STB
2021,"436,577,919,000",tien-gui,STB
2021,"34,261,336,000",von-va-cac-quy,STB
2021,"3,268,538,000",tong-loi-nhuan-truoc-thue,SSB
2021,"9,778,081,000",tong-chi-phi,SSB
2021,"2,606,518,000",loi-nhuan-rong(**),SSB
2021,"211,663,515,000",tong-tai-san,SSB
2021,"134,945,144,000",tien-cho-vay,SSB
2021,"29,902,412,000",dau-tu-chung-khoan,SSB
2021,"85,091,000",gop-von-va-dau-tu-dai-han,SSB
2021,"145,337,369,000",tien-gui,SSB
2021,"18,663,264,000",von-va-cac-quy,SSB
2021,"48,090,539,000",tong-doanh-thu(*),TCB
2021,"23,238,293,000",tong-loi-nhuan-truoc-thue,TCB
2021,"24,375,772,000",tong-chi-phi,TCB
2021,"18,052,250,000",loi-nhuan-rong(**),TCB
2021,"568,728,950,000",tong-tai-san,TCB
2021,"378,405,775,000",tien-cho-vay,TCB
2021,"102,656,900,000",dau-tu-chung-khoan,TCB
2021,"360,358,667,000",tien-gui,TCB
2021,"92,194,574,000",von-va-cac-quy,TCB
2021,"17,464,721,000",tong-doanh-thu(*),TPB
2021,"4,388,523,000",tong-loi-nhuan-truoc-thue,TPB
2021,"8,214,350,000",tong-chi-phi,TPB
2021,"3,510,189,000",loi-nhuan-rong(**),TPB
2021,"206,314,594,000",tong-tai-san,TPB
2021,"124,003,507,000",tien-cho-vay,TPB
2021,"48,095,142,000",dau-tu-chung-khoan,TPB
2021,"135,304,870,000",tien-gui,TPB
2021,"16,744,398,000",von-va-cac-quy,TPB
2021,"85,265,698,000",tong-doanh-thu(*),VCB
2021,"27,388,580,000",tong-loi-nhuan-truoc-thue,VCB
2021,"50,510,125,000",tong-chi-phi,VCB
2021,"21,918,813,000",loi-nhuan-rong(**),VCB
2021,"1,414,672,587,000",tong-tai-san,VCB
2021,"1,009,477,520,000",tien-cho-vay,VCB
2021,"173,370,798,000",dau-tu-chung-khoan,VCB
2021,"2,346,176,000",gop-von-va-dau-tu-dai-han,VCB
2021,"1,239,367,730,000",tien-gui,VCB
2021,"109,030,280,000",von-va-cac-quy,VCB
2021,"32,449,570,000",tong-doanh-thu(*),VIB
2021,"10,581,115,000",tong-loi-nhuan-truoc-thue,VIB
2021,"20,137,971,000",tong-chi-phi,VIB
2021,"8,468,767,000",loi-nhuan-rong(**),VIB
2021,"342,798,925,000",tong-tai-san,VIB
2021,"256,682,801,000",tien-cho-vay,VIB
2021,"40,278,720,000",dau-tu-chung-khoan,VIB
2021,"69,457,000",gop-von-va-dau-tu-dai-han,VIB
2021,"246,081,651,000",tien-gui,VIB
2021,"32,651,042,000",von-va-cac-quy,VIB
2021,"63,182,339,000",tong-doanh-thu(*),VPB
2021,"14,363,770,000",tong-loi-nhuan-truoc-thue,VPB
2021,"32,683,152,000",tong-chi-phi,VPB
2021,"11,721,208,000",loi-nhuan-rong(**),VPB
2021,"547,409,439,000",tong-tai-san,VPB
2021,"372,139,263,000",tien-cho-vay,VPB
2021,"82,769,372,000",dau-tu-chung-khoan,VPB
2021,"249,710,000",gop-von-va-dau-tu-dai-han,VPB
2021,"288,943,829,000",tien-gui,VPB
2021,"78,371,666,000",von-va-cac-quy,VPB
